255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
295 6.71578 1.28902e+09 -0.137642 22.4381 3191.92 -0.0170464 -3.47334e-08 0.000585549 6.15057e-05 0.000803402 4952.15 0.0427478 1.05423e-05 3.37067e+11 1.70875e-08 2.90844e-05 2.41348 8.21381e-10 4.65128e-21 9.63755e-14 3.54535e-15 1.87934e-12 6.4365 1.12658e-09 7.67529e-09 1.47318 -1.57308e-10 2.56439e-08 3.64796e-06 -1.94818e-11 -3.96959e-17 6.69208e-13 7.02932e-14 9.18187e-13 5.65968e-06 4.88554e-11 1.09497e-07 19.5718 4.41635e-09 1.80505e-07 5.23927e-05 9.68687e-10 2.30527e-15 1.04736e-11 2.0117e-12 4.63359e-11 8.55808e-05 1.13364e-09 8.74987e+08 inf 
305 116.331 6.38321e+10 -12.1981 119.291 55767.7 -3.43121 -1.12415e-05 0.0181014 0.00624095 0.195665 83843.1 10.2113 0.00273548 6.90617e+14 9.22001e-05 0.0014321 620.381 1.70133e-05 5.43206e-16 8.60922e-11 3.31301e-11 8.35276e-08 1604.12 5.51218e-05 6.42354e-06 3524.66 -6.73551e-07 6.58698e-06 0.00307936 -1.89463e-07 -6.20732e-13 9.99517e-10 3.44611e-10 1.08042e-08 0.00462962 5.63845e-07 1.04778e-05 5070.61 2.15346e-06 5.974e-06 0.0049773 9.50545e-07 5.44144e-12 1.93772e-09 1.3079e-09 6.70483e-08 0.00819404 1.65099e-06 1.81101e+07 inf 
315 268.456 2.42482e+11 -52.9692 183.014 127608 -21.31 -0.000173171 0.0464263 0.0378385 1.81862 215542 84.4868 0.0240694 1.48827e+16 0.00221394 0.00706464 5348.38 0.00068394 2.82466e-13 9.21492e-10 2.08002e-09 1.01777e-05 21380.3 0.0058294 3.73352e-05 33722.9 -7.36662e-06 2.54525e-05 0.0177469 -2.96366e-06 -2.40835e-11 6.45668e-09 5.26234e-09 2.52923e-07 0.0299762 1.17499e-05 4.41984e-05 30537.9 1.59259e-05 1.82942e-05 0.0207091 9.29165e-06 1.96732e-10 9.29875e-09 1.61735e-08 1.16253e-06 0.0455506 2.59356e-05 7.19043e+06 inf 
325 497.972 5.42983e+11 -137.832 287.832 234958 -69.3279 -0.00195733 0.0854678 0.159384 10.0623 521972 414.527 0.112312 1.09009e+17 0.0188282 0.0253555 24665.9 0.00824143 4.00199e-11 4.32098e-09 5.22746e-08 0.000390063 193557 0.197385 0.000103161 112486 -2.85538e-05 5.96282e-05 0.0486746 -1.43622e-05 -4.05487e-10 1.77058e-08 3.30185e-08 2.08453e-06 0.108133 8.58746e-05 0.000112359 99646.9 5.55444e-05 4.11972e-05 0.0523512 3.87434e-05 2.85065e-09 2.41175e-08 9.86871e-08 8.74423e-06 0.168538 0.000183075 4.82712e+06 inf 
335 853.583 1.00797e+12 -299.293 452.472 401181 -177.267 -0.0146294 0.141714 0.552121 42.3308 1.18462e+06 1568.12 0.406263 5.08077e+17 0.104446 0.0802456 88784.5 0.0595983 2.07529e-09 1.48145e-08 7.20107e-07 0.00724852 1.2518e+06 3.32661 0.000228955 270365 -8.02787e-05 0.000121366 0.107608 -4.7548e-05 -3.924e-09 3.80117e-08 1.48094e-07 1.13543e-05 0.317747 0.000420612 0.000237804 251363 0.000146869 8.24286e-05 0.110612 0.000117154 2.32648e-08 5.0287e-08 4.13788e-07 4.26067e-05 0.484567 0.000845799 3.72818e+06 inf 
345 1397.96 1.71398e+12 -592.395 706.798 656522 -400.065 -0.0800822 0.223553 1.63709 145.808 2.47054e+06 4903.79 1.27275 1.85857e+18 0.461509 0.235469 278450 0.326666 5.37139e-08 4.3407e-08 6.57578e-06 0.0840571 6.0927e+06 34.6966 0.000453915 556528 -0.00019235 0.000229497 0.213172 -0.000129901 -2.60026e-08 7.25875e-08 5.31562e-07 4.73437e-05 0.802184 0.00159226 0.000455215 541989 0.000335936 0.000154233 0.212061 0.000298653 1.29479e-07 9.39429e-08 1.3611e-06 0.000158278 1.15533 0.00295477 3.07978e+06 inf 
