255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
295 301.692 5.44137e+10 -60.1252 113.57 147607 -51.5282 -0.000162908 0.0324809 0.0289558 2.80015 208468 5.58678 0.0295363 1.10964e+15 0.00724245 0.00165276 7400.26 0.0105115 1.9161e-12 9.40563e-10 4.99077e-09 0.000105964 26504.1 0.000123355 2.67428e-07 48.2338 -5.32966e-08 1.00671e-07 0.000130843 -4.5676e-08 -1.44406e-13 2.8792e-11 2.56672e-11 2.48213e-09 0.000184792 4.95228e-09 5.10982e-06 990.6 2.53319e-06 1.2062e-06 0.00255787 3.05214e-06 4.12124e-11 9.1264e-10 2.10316e-09 3.06469e-07 0.00484354 3.30637e-07 1.12812e+09 inf 
305 3356.8 1.47026e+12 -3530.78 847.42 1.64927e+06 -3829.15 -0.0639268 1.24506 3.61083 470.312 3.52588e+06 1287.83 2.85804 9.82377e+17 15.0051 0.107858 727183 27.2466 3.81226e-07 1.08684e-06 8.65287e-05 2.42836 1.03461e+07 7.16749 0.000111975 49044.7 -0.000117779 2.82681e-05 0.055016 -0.000127732 -2.13246e-09 4.15326e-08 1.20449e-07 1.56886e-05 0.117616 4.29593e-05 0.000287749 174254 0.000697614 5.29039e-05 0.145707 0.00094476 1.12749e-07 1.85822e-07 1.69467e-06 0.000284181 0.575578 0.000487079 2.9978e+07 inf 
315 6172.3 5.16525e+12 -12057.8 1432.48 3.04455e+06 -14465.3 -1.14223 3.34612 26.1114 3839.62 1.15419e+07 12527.4 15.3694 1.8075e+19 215.313 0.587795 3.98756e+06 431.025 6.04743e-05 1.10015e-05 0.00399744 123.681 1.63586e+08 575.187 0.000518488 433893 -0.00101288 0.000120331 0.25575 -0.00121512 -9.59501e-08 2.81082e-07 2.19342e-06 0.000322537 0.969548 0.00105233 0.00101106 1.15329e+06 0.00413048 0.000186806 0.519188 0.00589327 2.25184e-06 9.19318e-07 1.8193e-05 0.0032071 3.57793 0.00687093 1.19044e+07 inf 
325 9836.89 1.17073e+13 -25760.4 2309.55 4.88671e+06 -33015.7 -7.84852 5.94757 95.6225 15253.1 2.73488e+07 55905 50.0324 1.1596e+20 1183.12 2.13837 1.33491e+07 2558.2 0.00158534 4.45306e-05 0.0475689 1611.02 9.9762e+08 9711.6 0.00122641 1.45961e+06 -0.00321168 0.000287943 0.60925 -0.00411623 -9.78513e-07 7.41513e-07 1.19217e-05 0.00190168 3.40971 0.00696995 0.00217571 3.51095e+06 0.0117128 0.000428591 1.13715 0.0173781 1.40248e-05 2.23652e-06 7.60823e-05 0.0140441 10.6185 0.0340912 8.02086e+06 inf 
335 14884.3 2.17363e+13 -47030.1 3643.74 7.48117e+06 -63489.2 -33.6872 9.28042 255.137 43506.9 5.31482e+07 170803 133.759 4.53481e+20 4507.89 6.65595 3.71459e+07 10407.9 0.0194678 0.000128756 0.31388 11578.6 3.80651e+09 80897.6 0.00239483 3.49729e+06 -0.00756698 0.000586266 1.20369 -0.0102152 -5.42016e-06 1.49319e-06 4.10506e-05 0.0070001 8.55136 0.0274817 0.00397318 7.7931e+06 0.0258466 0.000852767 2.12785 0.0396262 5.57039e-05 4.29963e-06 0.000220946 0.0425906 23.2235 0.110729 6.21518e+06 inf 
345 21798.3 3.58711e+13 -78906.7 5647.14 1.11141e+07 -111072 -106.63 13.576 560.801 101010 9.04001e+07 413234 318.344 1.32298e+21 13701.6 18.7494 9.212e+07 33265.5 0.141419 0.000308276 1.38741 55107 1.0759e+10 422605 0.00422038 6.94502e+06 -0.0152772 0.00109334 2.1518 -0.0215047 -2.06447e-05 2.62845e-06 0.000108577 0.0195567 17.5024 0.0800063 0.0066199 1.44191e+07 0.0491871 0.00156035 3.63389 0.0773182 0.000164177 7.26476e-06 0.000506782 0.101424 42.1512 0.274626 5.16501e+06 inf 
