255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
295 2920.41 10603.9 90182.9 0.115111 314183 -1087.51 0.448925 0.00111257 0.144395 439.297 0.0267963 772.611 164.527 36542 3.93512e-08 296653 8.55211 5.66894e-06 3.49303e-11 1.95379e-08 0.377121 1.41342e-09 2.64527e-06 9.60483e-06 8.16865e-05 1.04266e-10 0.000284583 -9.85054e-07 4.06631e-10 1.00775e-12 1.30791e-10 3.97909e-07 2.42717e-11 0.000836549 0.00038592 0.00575261 5.96933e-09 0.0163897 8.80081e-05 7.16567e-08 1.77872e-10 4.20476e-09 1.84779e-05 1.13122e-09 1.10401e+09 inf 
305 356275 631727 6.96268e+06 4.56339 7.32839e+06 -66889.4 54.9445 0.160633 8.1408 28178.9 2.53733 1.66394e+06 340605 7.88999e+07 5.5446e-06 1.38403e+07 14659.9 0.0171871 1.47705e-07 2.33106e-05 500.692 4.504e-06 0.00612619 0.0108626 0.119724 7.8468e-08 0.126013 -0.00115017 9.44776e-07 2.76211e-09 1.39982e-07 0.00048454 4.36297e-08 0.169039 0.0757546 1.1586 2.98635e-07 0.471282 0.0158353 1.71652e-05 5.03208e-08 6.17441e-07 0.0028939 2.74851e-07 5.8156e+07 inf 
315 2.08791e+06 2.12292e+06 2.66107e+07 21.9152 1.8048e+07 -227958 390.626 1.3915 31.7798 104001 14.889 2.96696e+07 4.43109e+06 1.09604e+09 0.000126299 7.94842e+07 182500 0.450912 5.94329e-06 0.000434979 7135.59 0.000164886 0.0898299 0.091336 1.14489 9.42876e-07 0.776493 -0.00980763 1.68062e-05 5.98675e-08 1.36729e-06 0.00447452 6.40581e-07 1.12625 0.426966 6.77089 2.13186e-06 1.67832 0.0880663 0.000138266 5.02114e-07 4.10426e-06 0.0169405 2.58528e-06 2.3243e+07 inf 
325 6.37449e+06 4.21092e+06 5.77815e+07 68.8321 2.92991e+07 -473565 1454.56 6.2989 76.5193 224052 50.8921 1.97998e+08 1.9773e+07 5.31691e+09 0.00149894 2.41064e+08 842369 4.88584 9.94351e-05 0.00309687 37505 0.00221682 0.416479 0.275122 3.77517 4.49717e-06 1.91427 -0.0309405 9.50344e-05 4.11541e-07 4.99941e-06 0.0146385 3.32505e-06 3.57251 1.10281 18.2518 8.81528e-06 3.47643 0.232549 0.000556944 2.5154e-06 1.33169e-05 0.0472875 1.15664e-05 1.53057e+07 inf 
335 1.45344e+07 6.87727e+06 1.01156e+08 177.224 4.02763e+07 -823782 3986.6 20.7789 152.679 392270 138.214 8.28968e+08 5.68445e+07 1.6417e+10 0.0114962 5.12224e+08 2.60777e+06 32.3131 0.000977691 0.0142643 125630 0.0181025 1.24583 0.58949 8.67068 1.51909e-05 3.4523 -0.0706109 0.000341714 1.78108e-06 1.3087e-05 0.0336237 1.18471e-05 8.33687 2.1272 36.4968 2.74707e-05 5.65572 0.467483 0.00162879 8.97949e-06 3.24253e-05 0.0981728 3.75674e-05 1.16665e+07 inf 
345 2.79124e+07 1.0118e+07 1.57257e+08 402.565 5.0564e+07 -1.29494e+06 9105.51 56.5054 273.893 612735 326.86 2.53756e+09 1.27637e+08 3.89715e+10 0.0652492 8.74153e+08 6.28487e+06 152.013 0.00656948 0.0511034 324682 0.107902 2.9217 1.05909 16.4607 4.2138e-05 5.29272 -0.135546 0.000953108 5.91464e-06 2.86694e-05 0.0641373 3.42136e-05 16.0337 3.49836 61.7117 7.10933e-05 7.96793 0.79968 0.00387342 2.55474e-05 6.72849e-05 0.172836 0.000100618 9.55349e+06 inf 
355 4.78509e+07 1.39473e+07 2.26263e+08 834.802 5.99083e+07 -1.89902e+06 18364.8 134.34 458.983 889220 702.207 6.46446e+09 2.46831e+08 7.8468e+10 0.296238 1.28871e+09 1.31484e+07 570.917 0.0345753 0.155109 706099 0.518324 5.8285 1.69885 27.5601 0.000101683 7.29715 -0.23131 0.00223693 1.63633e-05 5.59066e-05 0.108312 8.55326e-05 27.4488 5.21338 93.7991 0.000160449 10.1844 1.2442 0.00803349 6.27989e-05 0.000125569 0.272535 0.00023626 8.20981e+06 inf 
365 7.54908e+07 1.83395e+07 3.07531e+08 1606.25 6.80091e+07 -2.63894e+06 33756.4 288.102 730.038 1.22238e+06 1396.8 1.41205e+10 4.27266e+08 1.39605e+11 1.12483 1.71313e+09 2.41964e+07 1792.51 0.147332 0.414674 1.35474e+06 2.07714 10.4193 2.53123 42.4456 0.000221696 9.38668 -0.364228 0.00465909 3.9764e-05 0.00010076 0.168714 0.000192788 42.8995 7.25014 132.162 0.000325732 12.1794 1.79079 0.0150232 0.000136944 0.000216982 0.398144 0.000499522 7.24528e+06 inf 
375 1.12161e+08 2.33501e+07 4.01458e+08 2907.97 7.47904e+07 -3.52574e+06 57968.4 572.091 1118.34 1.61733e+06 2620.31 2.76608e+10 6.83911e+08 2.27032e+11 3.7159 2.11242e+09 4.08437e+07 4908.7 0.53531 1.0079 2.37298e+06 7.25352 17.2559 3.59239 61.764 0.00044739 11.5065 -0.542433 0.00891839 8.80158e-05 0.000172056 0.248826 0.000403132 62.9113 9.60802 176.391 0.000609534 13.8779 2.44735 0.0259935 0.000273149 0.000354205 0.550605 0.000976439 6.49987e+06 inf 
385 1.59499e+08 2.90553e+07 5.08289e+08 5013.93 8.0354e+07 -4.58074e+06 94439.4 1069.94 1663.66 2.07544e+06 4685.21 5.05617e+10 1.04334e+09 3.47688e+11 11.0401 2.46347e+09 6.52042e+07 12248.3 1.75343 2.29438 3.88557e+06 22.9467 26.941 4.90775 85.8554 0.000846906 13.5726 -0.773735 0.0159518 0.000180723 0.000281009 0.350564 0.000791381 88.4001 12.3347 226.621 0.00107123 15.2279 3.22723 0.0425959 0.000513334 0.000555498 0.730354 0.00180268 5.9203e+06 inf 
