255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
295 713.387 4.66207e+11 -352.468 148.528 349823 -517.012 -0.116914 0.110014 0.881218 170.943 1.68916e+06 281.838 0.31703 1.66731e+18 0.568389 0.0056981 75413.7 1.93933 3.96222e-06 3.00663e-08 3.53023e-05 1.96343 2.18038e+07 7.19966 6.46176e-07 422.284 -3.19261e-07 1.34534e-07 0.000316865 -4.68302e-07 -1.05899e-10 9.96492e-11 7.98196e-10 1.54838e-07 0.00153002 2.55285e-07 1.69335e-05 38859.4 2.26878e-05 2.26785e-06 0.00825884 4.19094e-05 5.99076e-08 5.21763e-09 1.78818e-07 4.21713e-05 0.140525 8.07545e-05 1.10401e+09 inf 
305 8004.21 1.06966e+13 -20969.4 1416.61 4.00172e+06 -33452.6 -15.3982 5.0037 100.841 19793.3 3.21274e+07 35129.9 24.9727 2.51627e+20 1069.15 0.457843 6.57643e+06 3731.82 0.0147388 4.08442e-05 0.132787 6745.53 2.67397e+09 16182.3 0.000137633 183929 -0.000360571 2.43587e-05 0.06881 -0.000575222 -2.64773e-07 8.60393e-08 1.73397e-06 0.000340348 0.552435 0.000604063 0.000640676 2.07194e+06 0.00427249 8.53189e-05 0.329162 0.00798988 1.59174e-05 8.33617e-07 4.77523e-05 0.0107645 6.75826 0.0166701 5.8156e+07 inf 
315 15064.4 3.10094e+13 -73436.9 2677.43 7.67875e+06 -121283 -109.471 14.7779 545.276 109986 8.82618e+07 211281 122.451 1.76088e+21 14775.2 2.7893 3.50476e+07 52365 0.429748 0.000442612 2.93103 150107 1.69692e+10 304242 0.000648126 1.33414e+06 -0.00315953 0.000115193 0.330369 -0.00521807 -4.70987e-06 6.358e-07 2.34598e-05 0.004732 3.79736 0.00909012 0.00220187 8.60114e+06 0.025014 0.000326706 1.18268 0.0471774 0.000135894 4.31724e-06 0.000354336 0.0802234 26.7518 0.114048 2.3243e+07 inf 
325 24218.2 6.08988e+13 -158519 4597.3 1.26446e+07 -268399 -405.725 27.7219 1545.28 322546 1.69704e+08 661846 366.46 6.28546e+21 76505.5 10.8107 1.14424e+08 273939 4.06918 0.00182294 19.9319 1.05328e+06 5.54955e+10 2.1422e+06 0.0015823 3.97884e+06 -0.0103569 0.000300366 0.826141 -0.017536 -2.65082e-05 1.81122e-06 0.000100961 0.0210736 11.0877 0.0432419 0.00463024 1.98704e+07 0.0699374 0.000784922 2.60642 0.132629 0.000514935 1.07621e-05 0.00113669 0.261481 59.1851 0.371607 1.53057e+07 inf 
335 36537.7 1.00759e+14 -288461 7571.82 1.96029e+07 -496903 -1116.77 44.7133 3369.21 724217 2.76541e+08 1.54628e+06 903.515 1.64828e+22 269983 34.8603 3.0705e+08 960168 23.1756 0.00529479 84.1887 4.53236e+06 1.34939e+11 9.42895e+06 0.00313185 8.63661e+06 -0.0247256 0.000649023 1.68028 -0.0425924 -9.57243e-05 3.83263e-06 0.000288793 0.0620767 23.7039 0.13254 0.00822416 3.6582e+07 0.150101 0.00160213 4.84723 0.283703 0.00140618 2.09561e-05 0.00267075 0.620194 104.902 0.88918 1.16665e+07 inf 
345 52941.4 1.51069e+14 -477400 12069.9 2.91695e+07 -830731 -2532.32 66.6531 6308.48 1.38657e+06 4.08636e+08 3.03843e+06 1995.92 3.53257e+22 750544 100.326 7.29465e+08 2.61797e+06 89.4387 0.0124472 258.043 1.40114e+07 2.71018e+11 3.02416e+07 0.00554158 1.5813e+07 -0.0499712 0.00126341 3.05328 -0.0869557 -0.000265067 6.97683e-06 0.000660332 0.145137 42.7734 0.318044 0.0133496 5.87165e+07 0.275799 0.00298418 8.18739 0.516208 0.00304822 3.54149e-05 0.00515503 1.20232 162.908 1.75053 9.55349e+06 inf 
