255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 -nan 
295 6.26388e+07 1.24292e+09 3431.36 0.00046257 0.0782517 0.282736 45.8891 44.712 4.09341e+09 726735 2.86139e+08 0.319462 1.97486e-12 1.59062e-09 5.11566e-08 0.000185941 0.000200417 3.10355e+09 0.0567374 1.12582 3.10808e-06 4.18989e-13 7.08793e-11 2.56098e-10 4.15657e-08 4.04996e-08 3.70776 -nan -nan 1.67244e-05 4.22921e-11 1.19822e-09 6.8023e-09 4.08283e-07 4.2414e-07 -nan 1.10401e+09 inf 
305 658787 1.3372e+07 25655.3 0.00842077 0.600865 2.93726 341.303 283.768 4.4099e+07 7466.35 3.07467e+06 15.1695 2.14499e-10 7.50825e-08 3.44633e-06 0.00453813 0.00285746 3.34397e+07 0.0113279 0.229933 0.000441146 1.44796e-10 1.03319e-08 5.05066e-08 5.86875e-06 4.87943e-06 0.758287 0.000250899 0.000223743 0.000257357 1.91504e-09 3.44137e-08 2.38137e-07 6.60239e-06 5.03245e-06 0.000156823 5.8156e+07 inf 
315 255949 5.33084e+06 29650.4 0.0245517 0.824775 4.94486 423.452 312.046 1.76258e+07 2821.99 1.22265e+06 40.8348 1.43297e-09 2.44037e-07 1.41353e-05 0.0124405 0.005756 1.33661e+07 0.0110119 0.229353 0.00127567 1.05631e-09 3.54849e-08 2.12747e-07 1.82185e-05 1.34254e-05 0.758328 0.000388584 0.000392313 0.0003599 7.78048e-09 9.6126e-08 7.50261e-07 1.42592e-05 8.20995e-06 0.000234019 2.3243e+07 inf 
325 164748 3.50181e+06 31654.7 0.0518388 1.0409 7.16716 481.779 321.752 1.16066e+07 1776.79 801188 68.679 5.42581e-09 5.07802e-07 3.56588e-05 0.0227917 0.00841083 8.80158e+06 0.0107638 0.228792 0.00206817 3.38691e-09 6.80074e-08 4.68269e-07 3.14772e-05 2.10217e-05 0.758323 0.000476503 0.000542475 0.00045809 1.8521e-08 1.68974e-07 1.45276e-06 2.23224e-05 1.03736e-05 0.000274191 1.53057e+07 inf 
335 122991 2.66265e+06 33270.4 0.0933963 1.27942 9.82288 533.534 328.079 8.84671e+06 1300.04 607702 98.3166 1.58545e-08 9.0533e-07 7.46492e-05 0.0353709 0.0109082 6.70847e+06 0.0105422 0.22823 0.00285179 8.00552e-09 1.09666e-07 8.41974e-07 4.57322e-05 2.81215e-05 0.758301 0.000543861 0.000672965 0.000542717 3.59845e-08 2.56075e-07 2.3853e-06 3.06659e-05 1.20078e-05 0.00030075 1.16665e+07 inf 
345 98776.4 2.17497e+06 34770.5 0.152915 1.54659 13.0049 582.534 333.876 7.24405e+06 1024.71 495163 130.19 3.87166e-08 1.48612e-06 0.00013995 0.0500279 0.0133609 5.49289e+06 0.0103393 0.227662 0.00363955 1.60062e-08 1.61887e-07 1.36127e-06 6.09761e-05 3.49481e-05 0.758262 0.00059943 0.000790709 0.000617362 6.16151e-08 3.59653e-07 3.57716e-06 3.89683e-05 1.33102e-05 0.000321947 9.55349e+06 inf 
